event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:57.068;Canada;National Team;20;500;senior B;mixed;128;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:57.255;Canada;National Team;20;500;u23;mixed;129;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:57.257;United States;National Team;20;500;senior B;mixed;127;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:57.610;Australia;National Team;20;500;premier;mixed;135;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:57.656;United States;National Team;20;500;premier;open;207;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.166;Canada;National Team;20;500;premier;mixed;151;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.234;Hungary;National Team;20;500;premier;open;208;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.484;Germany;National Team;20;500;junior A;open;177;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.521;Canada;National Team;20;500;senior B;open;172;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.610;Germany;National Team;20;500;premier;open;212;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.617;Germany;National Team;20;500;premier;mixed;151;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.714;Hungary;National Team;20;500;premier;open;222;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.774;Canada;National Team;20;500;premier;open;208;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:58.980;Germany;National Team;20;500;junior A;mixed;131;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.033;Russia;National Team;20;500;senior A;open;218;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.036;Russia;National Team;20;500;premier;open;208;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.157;Canada;National Team;20;500;junior A;mixed;131;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.187;Germany;National Team;20;500;premier;open;207;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.365;Great Britain;National Team;20;500;premier;open;212;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.467;Canada;National Team;20;500;u23;mixed;147;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.805;United States;National Team;20;500;senior B;open;173;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.815;China;National Team;20;500;premier;open;212;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.826;Germany;National Team;20;500;premier;mixed;144;3;semi 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.898;Canada;National Team;20;500;u23;open;217;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.909;Canada;National Team;20;500;senior A;mixed;148;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;01:59.947;Australia;National Team;20;500;premier;mixed;151;6;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.016;Russia;National Team;20;500;premier;open;212;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.275;Germany;National Team;20;500;senior A;mixed;148;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.313;Great Britain;National Team;20;500;premier;open;207;1;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.428;Canada;National Team;20;500;u23;mixed;137;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.454;Germany;National Team;20;500;senior A;open;218;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.615;China;National Team;20;500;premier;open;207;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.616;Australia;National Team;20;500;premier;mixed;144;4;semi 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.746;United States;National Team;20;500;senior A;mixed;148;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.886;Canada;National Team;20;500;senior B;mixed;141;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.893;United States;National Team;20;500;senior A;mixed;137;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:00.975;Canada;National Team;20;500;senior A;open;218;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.277;Canada;National Team;20;500;junior A;open;177;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.408;Canada;National Team;20;500;senior A;open;210;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.551;United States;National Team;20;500;senior B;mixed;141;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.556;China;National Team;20;500;premier;mixed;151;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.612;Germany;National Team;20;500;senior A;mixed;130;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.613;Canada;National Team;20;500;u23;open;195;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.744;Great Britain;National Team;20;500;premier;mixed;151;1;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:01.978;United States;National Team;20;500;senior A;open;210;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.381;Singapore;National Team;20;500;junior A;open;177;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.402;Germany;National Team;20;500;senior B;mixed;133;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.445;Germany;National Team;20;500;senior A;open;195;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.572;Canada;National Team;20;500;u23;open;210;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.830;Great Britain;National Team;20;500;premier;mixed;145;3;semi 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:02.908;Macau;National Team;20;500;premier;mixed;136;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.059;Canada;National Team;20;500;senior B;open;190;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.144;Canada;National Team;20;500;junior A;mixed;138;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.191;Czech Republic;National Team;20;500;senior B;mixed;133;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.206;Australia;National Team;20;500;premier;open;208;5;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.274;Germany;National Team;20;500;junior A;mixed;143;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.282;Russia;National Team;20;500;senior A;open;196;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.490;United States;National Team;20;500;u23;mixed;130;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.711;United States;National Team;20;500;senior A;open;217;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.815;Canada;National Team;20;500;senior A;open;195;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.926;Germany;National Team;20;500;senior B;mixed;127;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:03.997;Australia;National Team;20;500;premier;open;221;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:04.329;United States;National Team;20;500;u23;mixed;137;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:04.373;Japan;National Team;20;500;premier;mixed;136;1;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:04.620;Australia;National Team;20;500;senior B;open;173;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:04.647;Australia;National Team;20;500;senior A;mixed;137;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.002;Australia;National Team;20;500;senior A;mixed;148;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.056;Russia;National Team;20;500;premier;open;221;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.166;Czech Republic;National Team;20;500;senior B;mixed;127;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.246;Australia;National Team;20;500;senior B;mixed;128;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.588;Japan;National Team;20;500;premier;mixed;150;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.820;Germany;National Team;20;500;junior A;mixed;138;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.857;Great Britain;National Team;20;500;senior A;mixed;130;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.876;Australia;National Team;20;500;premier;open;212;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.888;Australia;National Team;20;500;senior B;mixed;133;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:05.968;United States;National Team;20;500;junior A;mixed;131;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.054;Trinidad and Tobago;National Team;20;500;u23;mixed;130;5;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.068;Germany;National Team;20;500;junior A;open;205;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.243;Great Britain;National Team;20;500;senior B;open;173;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.304;Macau;National Team;20;500;premier;mixed;145;4;semi 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.338;Germany;National Team;20;500;junior A;open;193;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.351;Australia;National Team;20;500;senior B;open;179;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:06.899;Canada;National Team;20;500;premier;women;215;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.010;Japan;National Team;20;500;senior A;open;210;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.178;Singapore;National Team;20;500;junior A;open;205;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.221;Canada;National Team;20;500;junior A;open;193;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.333;Macau;National Team;20;500;premier;open;221;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.378;China;National Team;20;500;premier;women;215;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.435;Trinidad and Tobago;National Team;20;500;junior A;mixed;131;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.654;United States;National Team;20;500;u23;open;217;5;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.754;Japan;National Team;20;500;senior A;open;217;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.835;Germany;National Team;20;500;senior B;mixed;141;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.928;Canada;National Team;20;500;junior A;open;205;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:07.985;Czech Republic;National Team;20;500;senior B;open;179;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.128;United States;National Team;20;500;u23;open;210;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.180;Trinidad and Tobago;National Team;20;500;u23;mixed;137;6;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.319;Czech Republic;National Team;20;500;senior B;open;172;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.398;Great Britain;National Team;20;500;senior B;open;189;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.570;Great Britain;National Team;20;500;senior B;open;179;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.659;Czech Republic;National Team;20;500;senior B;open;190;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.865;United States;National Team;20;500;senior B;open;190;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.876;Macau;National Team;20;500;premier;mixed;150;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:08.970;Hong Kong;National Team;20;500;premier;mixed;136;5;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.020;Japan;National Team;20;500;senior A;open;195;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.041;Canada;National Team;20;500;premier;women;187;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.096;Germany;National Team;20;500;senior B;open;179;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.212;United States;National Team;20;500;premier;women;215;5;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.714;Singapore;National Team;20;500;junior A;open;193;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:09.971;United States;National Team;20;500;junior A;mixed;138;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.026;Australia;National Team;20;500;senior B;open;190;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.075;Canada;National Team;20;500;junior A;mixed;143;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.133;Japan;National Team;20;500;premier;mixed;144;2;semi 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.259;China;National Team;20;500;premier;women;186;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.380;Czech Republic;National Team;20;500;senior B;mixed;140;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.527;Australia;National Team;20;500;senior B;mixed;140;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.647;Italy;National Team;20;500;premier;mixed;135;1;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.651;Great Britain;National Team;20;500;senior A;mixed;137;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:10.896;Canada;National Team;20;500;senior A;women;184;3;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.012;Macau;National Team;20;500;premier;open;207;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.166;Australia;National Team;20;500;premier;women;215;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.329;United States;National Team;20;500;senior A;open;196;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.423;Germany;National Team;20;500;senior B;open;189;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.642;Great Britain;National Team;20;500;senior A;mixed;147;5;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:11.936;Trinidad and Tobago;National Team;20;500;u23;mixed;147;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:12.292;United States;National Team;20;500;junior A;mixed;143;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:12.399;United States;National Team;20;500;u23;mixed;147;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:12.887;Hong Kong;National Team;20;500;premier;mixed;150;5;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.217;Trinidad and Tobago;National Team;20;500;junior A;mixed;138;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.526;Germany;National Team;20;500;senior A;women;183;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.531;Australia;National Team;20;500;premier;women;187;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.576;Great Britain;National Team;20;500;junior A;open;205;4;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.621;Macau;National Team;20;500;premier;open;212;6;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.671;Canada;National Team;20;500;senior B;women;175;3;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.825;Great Britain;National Team;20;500;premier;women;186;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.938;United States;National Team;20;500;senior A;women;183;3;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:13.966;Germany;National Team;20;500;senior B;open;172;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:14.341;Australia;National Team;20;500;senior B;women;175;4;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:14.431;Canada;National Team;20;500;senior B;women;181;4;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:14.571;Italy;National Team;20;500;premier;mixed;144;5;semi 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:14.750;Great Britain;National Team;20;500;junior A;open;193;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:14.751;Great Britain;National Team;20;500;junior A;open;177;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:15.198;Germany;National Team;20;500;premier;women;214;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:15.266;Great Britain;National Team;20;500;premier;women;215;1;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:15.577;United States;National Team;20;500;premier;women;200;2;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:15.762;Germany;National Team;20;500;premier;women;187;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:15.837;Canada;National Team;20;500;senior A;women;202;4;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:16.353;United States;National Team;20;500;u23;open;196;2;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:16.533;Great Britain;National Team;20;500;premier;women;200;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:16.782;United States;National Team;20;500;premier;women;186;4;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:16.892;Canada;National Team;20;500;u23;women;187;5;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:16.921;Trinidad and Tobago;National Team;20;500;junior A;mixed;143;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:17.183;Germany;National Team;20;500;senior A;women;202;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:17.225;Australia;National Team;20;500;senior B;women;181;5;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:17.934;Italy;National Team;20;500;premier;mixed;150;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:18.682;Canada;National Team;20;500;u23;women;214;2;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:18.791;Hong Kong;National Team;20;500;premier;mixed;145;2;semi 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:19.642;Australia;National Team;20;500;senior A;women;183;2;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:19.849;Germany;National Team;20;500;premier;women;200;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:20.865;Canada;National Team;20;500;u23;women;200;1;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:20.914;Germany;National Team;20;500;senior B;women;175;5;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:21.002;United States;National Team;20;500;senior B;women;175;2;round 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:21.020;Australia;National Team;20;500;senior A;women;192;4;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:21.420;Australia;National Team;20;500;senior A;women;202;2;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:21.832;United States;National Team;20;500;senior A;women;192;3;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:23.311;Macau;National Team;20;500;premier;women;186;5;heat 1;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:23.535;Philippines;National Team;10;500;premier;open;220;3;grand final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:23.784;Germany;National Team;20;500;senior B;women;181;2;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:24.388;United States;National Team;20;500;senior B;women;181;3;round 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:24.607;Macau;National Team;20;500;premier;women;200;5;semi;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:24.636;Russia;National Team;10;500;premier;open;168;1;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:24.758;Canada;National Team;20;500;senior B;women;198;5;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:24.844;Macau;National Team;20;500;premier;women;214;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:26.034;United States;National Team;20;500;senior A;women;201;3;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:26.726;Great Britain;National Team;20;500;senior A;women;184;4;heat 2;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:26.826;Canada;National Team;10;500;premier;open;168;2;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:26.898;Germany;National Team;10;500;premier;open;168;3;heat 2;x;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:27.142;Australia;National Team;20;500;senior B;women;198;2;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:27.464;Germany;National Team;20;500;senior B;women;198;3;round 3;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:27.960;Great Britain;National Team;20;500;senior A;women;201;4;minor final;;
201108_us_tampa;US - Tampa;2011;8;WDBRC;IDBF;02:28.288;Russia;National Team;10;500;senior A;open;164;4;final;x;
