event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.850;China;National Team;20;500;junior A;mixed;89;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.910;Canada;National Team;20;500;junior A;open;268;5;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.930;Great Britain;National Team;20;500;premier;mixed;117;1;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.930;Australia;National Team;20;500;senior B;mixed;85;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.940;Australia;National Team;20;500;senior A;mixed;86;1;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:05.990;Czech Republic;National Team;20;500;senior B;mixed;85;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.000;Czech Republic;National Team;20;500;senior B;open;257;3;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.020;Slovak Republic;National Team;20;500;u24;mixed;90;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.030;Australia;National Team;20;500;senior A;open;295;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.070;Canada;National Team;20;500;senior C;mixed;113;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.100;Trinidad and Tobago;National Team;20;500;u24;mixed;102;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.170;Ukraine;National Team;20;500;senior A;mixed;111;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.190;Great Britain;National Team;20;500;senior A;mixed;98;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.200;Czech Republic;National Team;20;500;senior B;mixed;97;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.210;Macau;National Team;20;500;premier;mixed;116;3;tail 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.320;Great Britain;National Team;20;500;senior A;mixed;111;2;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.370;Slovak Republic;National Team;20;500;senior A;mixed;111;5;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.430;Hungary;National Team;20;500;junior A;mixed;114;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.470;Slovak Republic;National Team;20;500;senior A;mixed;99;2;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.520;Ukraine;National Team;20;500;premier;mixed;82;1;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.520;China;National Team;20;500;junior A;mixed;101;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.660;Hungary;National Team;20;500;junior A;open;249;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.720;Czech Republic;National Team;20;500;junior A;mixed;89;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.730;Puerto Rico;National Team;20;500;premier;mixed;95;1;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.740;Czech Republic;National Team;20;500;senior B;mixed;110;1;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.770;Germany;National Team;20;500;senior B;mixed;97;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.830;Canada;National Team;20;500;senior C;mixed;88;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.830;China;National Team;20;500;junior A;open;283;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.850;Hungary;National Team;20;500;u24;open;287;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.860;Hungary;National Team;20;500;premier;mixed;82;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.910;Slovak Republic;National Team;20;500;u24;mixed;115;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:06.910;Canada;National Team;20;500;premier;women;298;3;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.030;Japan;National Team;20;500;premier;mixed;95;5;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.080;Czech Republic;National Team;20;500;junior A;mixed;114;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.100;Hungary;National Team;20;500;senior B;open;257;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.130;United States;National Team;20;500;u24;mixed;115;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.190;Hungary;National Team;20;500;junior A;open;268;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.200;Australia;National Team;20;500;senior C;mixed;113;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.200;Trinidad and Tobago;National Team;20;500;u24;mixed;90;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.230;Ukraine;National Team;20;500;senior B;mixed;84;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.320;Canada;National Team;20;500;premier;women;260;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.370;Slovak Republic;National Team;20;500;u24;open;287;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.380;Canada;National Team;20;500;junior A;open;283;6;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.500;United States;National Team;20;500;u24;mixed;102;1;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.500;Germany;National Team;20;500;senior B;open;272;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.530;Russia;National Team;20;500;senior B;mixed;97;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.590;United States;National Team;20;500;senior B;open;272;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.650;Puerto Rico;National Team;20;500;premier;mixed;116;4;tail 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.710;Canada;National Team;20;500;senior C;mixed;100;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.730;Poland;National Team;20;500;junior A;open;249;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.770;Japan;National Team;20;500;premier;mixed;82;6;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.820;Great Britain;National Team;20;500;junior A;mixed;101;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.840;Australia;National Team;20;500;senior C;mixed;100;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.840;Germany;National Team;20;500;junior A;mixed;114;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.840;Hungary;National Team;20;500;junior A;open;283;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.840;Slovak Republic;National Team;20;500;u24;open;279;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.890;Ukraine;National Team;20;500;junior A;open;268;6;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.900;Australia;National Team;20;500;senior C;mixed;88;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:07.910;Czech Republic;National Team;20;500;junior A;mixed;101;1;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.110;Hong Kong;National Team;20;500;premier;mixed;82;5;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.110;Czech Republic;National Team;20;500;senior B;open;272;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.130;Chinese Taipei;National Team;10;500;premier;open;248;2;heat 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.170;Trinidad and Tobago;National Team;20;500;u24;mixed;115;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.180;Slovak Republic;National Team;20;500;senior A;mixed;87;1;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.210;Ukraine;National Team;20;500;junior A;open;249;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.260;Puerto Rico;National Team;20;500;premier;mixed;81;6;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.270;China;National Team;20;500;premier;women;298;4;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.310;Germany;National Team;20;500;junior A;mixed;101;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.340;Ukraine;National Team;20;500;senior B;mixed;97;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.370;Cyprus;National Team;20;500;premier;mixed;95;6;rep 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.480;Hungary;National Team;20;500;senior B;open;272;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.580;Slovak Republic;National Team;20;500;u24;open;259;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.590;China;National Team;20;500;premier;women;261;3;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.620;Poland;National Team;20;500;junior A;open;268;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.860;United States;National Team;20;500;premier;women;260;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.900;Australia;National Team;20;500;senior C;open;258;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.910;Poland;National Team;20;500;senior B;open;272;1;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.940;Chinese Taipei;National Team;10;500;premier;mixed;106;5;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:08.940;Australia;National Team;20;500;senior C;open;290;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.070;Great Britain;National Team;20;500;junior A;mixed;89;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.070;Canada;National Team;20;500;senior C;open;290;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.080;Canada;National Team;20;500;senior C;open;273;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.130;Canada;National Team;20;500;senior A;women;251;3;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.160;Hungary;National Team;20;500;senior B;open;291;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.170;Germany;National Team;20;500;junior A;mixed;89;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.240;Australia;National Team;20;500;senior C;open;273;3;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.260;United States;National Team;20;500;premier;women;298;2;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.290;Czech Republic;National Team;20;500;junior A;open;268;1;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.320;Czech Republic;National Team;20;500;senior B;open;291;3;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.410;Japan;National Team;20;500;premier;mixed;116;2;tail 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.420;Poland;National Team;20;500;junior A;open;283;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.480;Poland;National Team;20;500;senior B;open;291;2;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.640;Canada;National Team;20;500;senior A;women;294;4;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.750;Australia;National Team;20;500;premier;women;261;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.810;Canada;National Team;20;500;senior C;open;258;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:09.890;Germany;National Team;20;500;premier;women;260;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.000;Czech Republic;National Team;20;500;junior A;open;249;6;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.000;Germany;National Team;20;500;premier;women;298;1;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.080;Russia;National Team;20;500;senior B;mixed;109;3;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.100;Poland;National Team;20;500;senior B;open;256;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.110;Thailand;National Team;10;500;premier;mixed;106;4;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.210;Thailand;National Team;10;500;premier;mixed;80;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.460;Ukraine;National Team;20;500;senior B;mixed;109;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.510;Thailand;National Team;10;500;junior A;open;120;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.520;Great Britain;National Team;20;500;senior A;mixed;86;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.540;Chinese Taipei;National Team;10;500;premier;mixed;80;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.700;Macau;National Team;20;500;premier;open;262;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.780;Trinidad and Tobago;National Team;20;500;premier;mixed;116;1;tail 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:10.840;Australia;National Team;20;500;premier;women;298;5;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.070;Chinese Taipei;National Team;10;500;premier;open;286;3;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.180;Trinidad and Tobago;National Team;20;500;premier;mixed;81;1;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.180;Russia;National Team;20;500;senior B;mixed;85;5;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.290;United States;National Team;20;500;senior A;women;251;4;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.430;Trinidad and Tobago;National Team;20;500;premier;mixed;96;1;rep 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.530;Australia;National Team;20;500;senior A;women;294;3;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.740;United States;National Team;20;500;senior A;women;294;5;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.780;Ukraine;National Team;20;500;junior A;open;283;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.870;Great Britain;National Team;20;500;junior A;mixed;114;3;round 3;;5 sec penalty
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.950;Germany;National Team;20;500;senior A;women;294;2;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:11.970;Thailand;National Team;10;500;junior A;open;129;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.120;United States;National Team;20;500;senior C;mixed;113;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.170;Thailand;National Team;10;500;junior A;open;125;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.310;Russia;National Team;10;500;senior A;open;132;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.310;United States;National Team;20;500;senior C;mixed;100;2;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.450;Australia;National Team;20;500;premier;women;280;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.510;Czech Republic;National Team;20;500;senior C;mixed;88;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.680;Cyprus;National Team;20;500;premier;mixed;116;5;tail 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:12.790;Australia;National Team;20;500;senior A;women;250;4;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.170;Czech Republic;National Team;20;500;junior A;open;283;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.570;Germany;National Team;20;500;premier;women;280;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.640;Cyprus;National Team;20;500;premier;mixed;83;1;heat 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.740;Japan;National Team;20;500;senior A;open;295;2;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.860;Chinese Taipei;National Team;10;500;premier;open;274;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:13.990;Russia;National Team;10;500;senior B;open;127;4;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.040;Italy;National Team;20;500;senior B;mixed;84;1;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.280;Czech Republic;National Team;20;500;senior C;mixed;113;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.380;Czech Republic;National Team;20;500;senior C;mixed;100;5;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.440;Russia;National Team;10;500;senior B;open;122;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.450;Hungary;National Team;20;500;premier;women;280;2;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.670;Canada;National Team;20;500;u24;women;297;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.700;Australia;National Team;10;500;senior B;open;122;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.740;Germany;National Team;20;500;senior A;women;269;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.780;Russia;National Team;10;500;premier;mixed;106;2;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.810;Hungary;National Team;20;500;premier;women;261;2;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.860;United States;National Team;20;500;senior A;women;269;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:14.990;Australia;National Team;10;500;premier;open;248;3;heat 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.110;Russia;National Team;10;500;premier;mixed;94;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.150;Germany;National Team;20;500;senior A;women;250;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.220;Czech Republic;National Team;20;500;premier;women;280;5;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.250;Russia;National Team;10;500;senior A;open;123;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.290;Australia;National Team;10;500;premier;open;286;2;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.310;Russia;National Team;10;500;premier;open;246;3;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.430;Australia;National Team;10;500;senior B;open;127;6;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.430;United States;National Team;20;500;senior C;mixed;88;5;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.440;Canada;National Team;20;500;senior B;women;254;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.580;Russia;National Team;10;500;premier;open;286;4;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.760;Czech Republic;National Team;20;500;premier;women;297;3;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:15.990;Canada;National Team;20;500;junior A;women;255;2;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.190;Slovak Republic;National Team;10;500;senior A;open;132;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.210;Japan;National Team;20;500;senior A;open;252;1;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.250;Poland;National Team;10;500;premier;open;246;5;heat 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.280;Chinese Taipei;National Team;10;500;premier;mixed;94;4;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.510;Poland;National Team;10;500;premier;open;286;1;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.530;Canada;National Team;20;500;senior B;women;289;3;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.540;Sweden;National Team;10;500;premier;mixed;80;3;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.570;Canada;National Team;10;500;junior B;open;125;6;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.590;Slovak Republic;National Team;10;500;senior A;open;123;2;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.600;Australia;National Team;10;500;senior B;open;131;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.730;Russia;National Team;10;500;premier;open;274;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.790;Czech Republic;National Team;20;500;premier;women;261;5;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:16.860;Australia;National Team;10;500;junior A;open;125;5;round 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.060;Great Britain;National Team;10;500;senior A;open;123;3;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.080;Canada;National Team;20;500;u24;women;260;1;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.180;Russia;National Team;10;500;senior B;open;131;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.400;Australia;National Team;10;500;junior A;open;120;4;round 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.590;Great Britain;National Team;10;500;senior A;open;132;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.630;Australia;National Team;10;500;junior B;mixed;105;4;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.790;Canada;National Team;10;500;junior B;open;129;1;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.870;Great Britain;National Team;10;500;premier;open;247;3;heat 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.910;Great Britain;National Team;10;500;premier;open;286;5;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:17.940;Hungary;National Team;20;500;premier;women;298;6;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.080;United States;National Team;20;500;senior B;women;289;4;final 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.170;Australia;National Team;20;500;senior B;women;271;3;semi 1;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.280;Australia;National Team;10;500;premier;open;275;2;semi 2;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.360;Australia;National Team;10;500;junior A;mixed;103;2;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.410;Romania;National Team;10;500;senior A;open;132;5;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.490;Great Britain;National Team;10;500;junior A;open;129;3;round 3;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.510;Macau;National Team;20;500;premier;women;297;4;minor final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.550;Switzerland;National Team;10;500;premier;mixed;106;3;grand final;;
201308_hungary_szeged;Hungary - Szeged;2013;8;WDBRC;IDBF;02:18.730;Great Britain;National Team;10;500;junior A;open;120;5;round 1;;
